"jvm","mode","gcc","gc","benchmark","category","cpu","ti","ipc","tbr","tbrpti","brmps","tbmr","bmr","tl1dl","tl1dlpti","l1dlmps","tl1dlmr","l1dlmr","tl2dl","tl2dlpti","l2dlmps","tl2dlmr","l2dlmr","tpf","tpfpti","pfmr","pfkps","to","topti","rtp","tc","meanA","stdA","minA","maxA","samplesA","meanV","stdV","minV","maxV","samplesV","meanW","stdW","minW","maxW","samplesW","C","Ah","energyJ","energyWh","l1dlmrps","l2dlmrps"
"j09","HS","GCC5","G1GC","db-shootout","database",0.924,229732968687,0.83,39379205816,17.1412949743631,199.652,827538708,2.1,60907459752,26.5122851544148,308.8,1114033079,1.83,7047831846,3.06783649133196,35.732,772088544,10.95,796291,0.000346615901301005,0.103181575353105,0.004,122398471273,53.2785833798901,213.493320981,197239.066146,0.688178,0.157697,0.473188,1.69128,427055320,5.01818,0.0313446,4.80671,5.08818,427055320,3.44864,0.765176,2.38887,8.17969,427055320,146.945,0.0408181,736.38,0.20455,5.65104,3.912654
"j09","HS","GCC5","G1GC","dec-tree","apache",1.494,128673713576,0.76,24228984504,18.8297856886592,213.079,1120856483,4.63,41215810065,32.0312586926748,362.467,1286002732,3.12,5054585476,3.92821916421535,44.452,730589480,14.45,402979,0.000313178961577093,0.0551733078837426,0.004,58174333531,45.2107364544506,76.113679205,113709.005287,0.746388,0.162306,0.473522,1.67493,152293698,5.0067,0.0323745,4.80898,5.08818,152293698,3.73188,0.786759,2.39163,8.10415,152293698,56.8351,0.0157875,284.171,0.0789363,11.3089704,6.423314
"j09","HS","GCC5","G1GC","dotty","scala",2.085,136512179960,0.59,27937634197,20.4653051509295,181.939,1607985212,5.76,50721587788,37.1553569819646,330.315,2466487701,4.86,7963174234,5.83330676891492,51.859,1395674389,17.53,339653,0.000248807835388405,0.0243314124462203,0.002,49889783741,36.546031098191,73.632385163,153554.983054,0.813898,0.103252,0.530891,1.57487,147331348,4.9929,0.0207408,4.82714,5.07456,147331348,4.06177,0.499898,2.67596,7.64519,147331348,59.9563,0.0166545,299.213,0.0831147,16.053309,9.0908827
"j09","HS","GCC5","G1GC","finagle-chirper","web",2.56,96793863669,0.4,18637291895,19.2546213040248,114.837,1391599361,7.47,34501755401,35.6445688736876,212.589,1533866418,4.45,7636860943,7.8898193062272,47.056,1638984973,21.46,358592,0.00037046976575525,0.0218804372273309,0.002,36017955430,37.2109905160604,63.390837715,162293.538651,0.824251,0.152704,0.476857,1.64625,126848368,4.99106,0.0305229,4.81238,5.08818,126848368,4.10942,0.740287,2.40794,7.97844,126848368,52.2775,0.0145215,260.637,0.0723991,9.4602105,10.0982176
"j09","HS","GCC5","G1GC","finagle-http","web",3.094,76966116477,0.34,14929295101,19.3972306053163,98.77,1286244233,8.62,27774562299,36.0867399452328,183.752,1400573909,5.04,7433606656,9.65828470535006,49.18,1421344259,19.12,353083,0.000458751222176466,0.0248421593379751,0.002,26828652421,34.8577447441008,48.851737742,151152.253118,0.867104,0.121292,0.479192,1.64158,97769412,4.98242,0.0243199,4.81806,5.08478,97769412,4.31753,0.587118,2.41973,7.95208,97769412,42.3881,0.0117745,211.061,0.0586281,9.2611008,9.403216
"j09","HS","GCC5","G1GC","fj-kmeans","concurrency",2.951,110650847199,0.87,17402061492,15.7270024880182,176.838,203403702,1.17,30322357073,27.403637514376,308.133,623729969,2.06,2525031356,2.28198104209619,25.659,826518321,32.73,390692,0.000353085412258399,0.0472739332446257,0.004,60401397278,54.5873789555096,33.349816504,98406.559525,0.868669,0.17434,0.486864,1.85505,66766162,4.98206,0.034851,4.77152,5.08478,66766162,4.32189,0.836222,2.45791,8.90664,66766162,28.9988,0.00805523,144.278,0.0400772,6.3475398,8.3981907
"j09","HS","GCC5","G1GC","future-genetic","functional",2.114,30950545217,0.65,5313397914,17.1673806608148,165.226,258050009,4.86,10055072758,32.4875464632433,312.674,340072105,3.38,1605203632,5.18635009737509,49.916,230412741,14.35,250318,0.000808767659002367,0.108670094674955,0.008,13976870913,45.1587227785668,15.211261916,32158.34658,0.813769,0.093407,0.542898,1.39076,30489668,4.99287,0.0190401,4.868,5.06889,30489668,4.06146,0.451983,2.73525,6.80651,30489668,12.4058,0.00344605,61.9163,0.017199,10.5683812,7.162946
"j09","HS","GCC5","G1GC","gauss-mix","apache",1.282,76890513513,0.84,14213738678,18.4856857219413,230.845,605522986,4.26,24674370571,32.090266332827,400.737,683429421,2.77,2812757116,3.65813282743188,45.682,337024121,11.98,367711,0.000478226745016901,0.109123320287223,0.006,35189647148,45.7659151177998,48.023551727,61572.530498,0.726512,0.139615,0.473522,1.63458,96114008,5.01047,0.0278736,4.81692,5.08818,96114008,3.63646,0.678385,2.39109,7.92371,96114008,34.914,0.00969833,174.757,0.0485437,11.1004149,5.4727036
"j09","HS","GCC5","G1GC","log-regression","apache",1.055,96428864599,0.74,18503127395,19.1883700714982,212.551,921066633,4.98,30252573999,31.3729443199456,347.52,912474966,3.02,3843917646,3.98627284681299,44.156,584408295,15.2,546594,0.000566836498877192,0.0935507336281454,0.006,43829245559,45.4524127617433,82.499910992,87052.686402,0.698808,0.136252,0.473522,1.59755,165069179,5.01609,0.0270964,4.83168,5.09045,165069179,3.50177,0.663093,2.39163,7.75188,165069179,57.6758,0.0160211,289.017,0.0802826,10.495104,6.711712
"j09","HS","GCC5","G1GC","mnemonics","functional",1.249,52142394537,1,8706556046,16.6976528855457,250.61,235271836,2.7,14180655867,27.196019655249,408.177,268808962,1.9,1375532061,2.63803009664991,39.593,103858745,7.55,380867,0.00073043634336689,0.366737800558621,0.011,27879650563,53.4682973625554,27.806295653,34741.421206,0.73482,0.080985,0.529557,1.36474,55678204,5.00895,0.0163902,4.87027,5.07683,55678204,3.67954,0.392861,2.67044,6.68065,55678204,20.4567,0.00568243,102.435,0.0284542,7.755363,2.9892715
"j09","HS","GCC5","G1GC","movie-lens","apache",2.058,265843812943,0.85,44669604822,16.8029506978136,205.931,1890431177,4.23,76030747573,28.5997807251214,350.509,2096848212,2.76,8935199669,3.36107113800531,41.192,1338256675,14.98,549204,0.000206588971892965,0.0410315210283203,0.003,136208260879,51.2361974390597,105.381230951,216915.243059,0.80232,0.179819,0.473522,1.74498,210828203,4.9955,0.0357817,4.79082,5.08818,210828203,4.00175,0.868288,2.39109,8.41358,210828203,84.5759,0.0234933,421.841,0.117178,9.6740484,6.1705616
"j09","HS","GCC5","G1GC","naive-bayes","apache",1.506,359561563254,0.91,61801692465,17.1880697997028,212.529,804640710,1.3,86317296037,24.0062634214392,296.836,987477942,1.14,5692758940,1.58325013621619,19.577,971742085,17.07,585430,0.00016281773688542,0.0602446740105982,0.002,205749815812,57.2224166426418,193.104199198,290791.278709,0.735066,0.192869,0.470854,1.777,386283844,5.00867,0.0384094,4.79195,5.08818,386283844,3.67448,0.933322,2.37709,8.55562,386283844,141.972,0.0394367,709.696,0.197138,3.3839304,3.3417939
"j09","HS","GCC5","G1GC","neo4j-analytics","database",2.131,545158682259,0.91,98627585679,18.0915371778199,231.103,2682641113,2.72,173973059675,31.9123707163756,407.652,4035576094,2.32,17144462707,3.14485731676467,40.173,2766181009,16.13,629428,0.000115457759453048,0.0227608151595135,0.001,255413574198,46.8512347890399,200.246010363,426768.087575,0.812155,0.174316,0.474856,1.73064,400556103,4.99345,0.034718,4.79649,5.08818,400556103,4.0496,0.842349,2.39837,8.35598,400556103,162.657,0.0451824,811.045,0.22529,9.4575264,6.4799049
"j09","HS","GCC5","G1GC","page-rank","apache",2.702,519436510888,0.98,96176329206,18.5155119422742,236.775,1996916289,2.08,168244391234,32.3897892634422,414.198,3071545376,1.83,11653946871,2.24357484056657,28.691,2070448169,17.77,551927,0.000106254949051705,0.0266514706281903,0.001,243361843577,46.8511239537171,150.324229184,406192.783547,0.858263,0.188522,0.474523,1.83804,300721481,4.98423,0.0375469,4.77266,5.08705,300721481,4.2709,0.907942,2.39669,8.83105,300721481,129.049,0.035847,642.176,0.178382,7.5798234,5.0983907
"j09","HS","GCC5","G1GC","par-mnemonics","functional",1.559,52752365994,0.97,8938218510,16.9437300897871,245.493,249040338,2.79,14716383435,27.8971059547809,404.193,291621027,1.98,1532031294,2.90419446622404,42.078,123442744,8.06,385612,0.000730985222622733,0.312282654330326,0.011,27565732755,52.2549694892079,23.360031644,36409.255697,0.774313,0.110073,0.578921,1.4518,46785304,5.00117,0.0221086,4.85665,5.06548,46785304,3.87023,0.531967,2.91083,7.08553,46785304,18.1132,0.00503145,90.535,0.0251486,8.0030214,3.3914868
"j09","HS","GCC5","G1GC","philosophers","scala",2.48,37734038315,0.75,6965889098,18.4604919299902,206.268,257486523,3.7,11842840165,31.3850324371252,350.68,378209166,3.19,1922760157,5.09555892467429,56.935,130463679,6.79,239831,0.000635582648212509,0.183700538674731,0.007,17002548895,45.0589167082103,13.619559293,33771.038525,0.851822,0.134139,0.50254,1.65159,27303964,4.98582,0.0269644,4.81352,5.0791,27303964,4.24362,0.646674,2.53648,7.99493,27303964,11.6291,0.00323029,57.9338,0.0160927,11.186692,3.8658865
"j09","HS","GCC5","G1GC","reactors","concurrency",2.582,283242279241,0.82,52035175463,18.3712599695349,216.317,1141325122,2.19,89357721127,31.548157770249,371.471,2224491092,2.49,10959585733,3.8693325595205,45.56,798676791,7.29,635711,0.000224440716161268,0.0795679299668094,0.003,130889796918,46.2112497006956,93.146938331,240551.061082,0.859715,0.151242,0.495202,1.73997,186360312,4.98387,0.030282,4.79082,5.08364,186360312,4.28033,0.728467,2.49832,8.3912,186360312,80.1084,0.0222523,398.842,0.110789,9.2496279,3.321324
"j09","HS","GCC5","G1GC","rx-scrabble","functional",2.015,25372461886,0.77,4944656069,19.4882786353829,223.229,272640542,5.51,9086581840,35.8127716609707,410.219,298031478,3.28,1124023116,4.43009086406476,50.745,120837656,10.75,62217,0.00024521467518424,0.0514902925446308,0.003,10217200861,40.2688588395817,10.994922283,22150.551929,0.811548,0.118846,0.528223,1.45246,22056202,4.99353,0.0238639,4.84757,5.07683,22056202,4.04985,0.574186,2.66191,7.09036,22056202,8.94983,0.00248606,44.6622,0.0124062,13.4551832,5.4550875
"j09","HS","GCC5","G1GC","scala-doku","scala",1.26,77676614489,1.05,14552566062,18.7348099009398,293.606,322720626,2.22,24807063893,31.9363350941524,500.496,675379705,2.72,2363218017,3.04238030010263,47.679,835035096,35.33,160432,0.000206538352701661,0.0192151408010687,0.003,35953766517,46.2864747048052,39.342474988,49564.920913,0.756377,0.0822674,0.561243,1.53451,78752017,5.00459,0.0166622,4.83508,5.07002,78752017,3.78418,0.39822,2.82577,7.47523,78752017,29.7831,0.00827309,149.006,0.0413905,13.6134912,16.8449907
"j09","HS","GCC5","G1GC","scala-kmeans","scala",1.32,15265907939,0.94,2821968597,18.4854291554496,258.933,111940656,3.97,5423731694,35.5283925179709,497.66,139207399,2.57,432464690,2.83287893342509,39.681,47044001,10.88,43355,0.000283998830421612,0.0921424257509562,0.004,6587742958,43.1532993931544,8.257367467,10898.460357,0.741376,0.0824991,0.556907,1.36674,16580903,5.00764,0.0167337,4.87027,5.07002,16580903,3.71135,0.400457,2.80394,6.70139,16580903,6.14634,0.00170732,30.7688,0.00854688,12.789862,4.3172928
"j09","HS","GCC5","G1GC","scala-stm-bench7","scala",1.95,35759964365,0.78,7009651246,19.6019525479748,228.232,270605810,3.86,12886419012,36.0358832589122,419.578,392111381,3.04,1380832571,3.86139246925953,44.96,180367485,13.06,118131,0.000330344288921106,0.0655057888255646,0.004,14483061536,40.5007717238535,15.750546516,30712.782661,0.805805,0.137932,0.52889,1.34907,31568578,4.99501,0.0276205,4.87708,5.0791,31568578,4.02139,0.665173,2.66528,6.60859,31568578,12.7191,0.00353307,63.4747,0.0176319,12.7551712,5.871776
"j09","HS","GCC5","G1GC","scrabble","functional",2.377,33391165577,0.83,6322901391,18.9358510903712,194.915,275225793,4.35,11196215634,33.5304726281014,345.144,329552107,2.94,1550426813,4.64322459611276,47.795,109303048,7.05,157360,0.000471262375184622,0.143964018093168,0.005,14321621739,42.8904516854147,13.64698364,32439.269646,0.791145,0.149778,0.500872,1.69695,27360845,4.99781,0.0299197,4.80444,5.08137,27360845,3.94971,0.722943,2.53489,8.20103,27360845,10.8232,0.00300644,54.0337,0.0150094,10.1472336,3.3695475
"j09","HS","GCC5","PGC","akka-uct","concurrency",3.644,237821526720,0.7,42874161880,18.0278726115816,188.371,1228561571,2.87,69735414366,29.3225829166017,306.388,2016191298,2.89,9033850851,3.79858416334028,39.691,1181343244,13.08,546311,0.000229714697207878,0.046233767540939,0.002,116178099623,48.8509603084765,62.457428283,227604.905077,0.971469,0.104154,0.506543,1.67493,124984464,4.96244,0.0210138,4.80557,5.08591,124984464,4.81888,0.500924,2.55783,8.11365,124984464,60.7093,0.0168637,301.143,0.0836507,8.8546132,5.1915828
"j09","HS","GCC5","PGC","chi-square","apache",1.169,89141115047,0.88,17130953693,19.217791570105,253.335,532965583,3.11,23792662424,26.6910083090785,351.849,539618432,2.27,2340969596,2.6261390097776,34.619,291921264,12.47,255755,0.000286910254448974,0.0876116594187028,0.004,45876529334,51.4650611110389,57.861051912,67621.816415,0.720239,0.122991,0.473522,1.54185,115788155,5.01162,0.0246322,4.83395,5.08705,115788155,3.60672,0.597938,2.39224,7.49536,115788155,41.6976,0.0115827,208.808,0.0580022,7.9869723,4.3169893
"j09","HS","GCC5","PGC","db-shootout","database",1.086,232327389915,0.75,40272030758,17.3341725970124,184.607,815247324,2.02,63832295411,27.4751485110532,292.607,1051425825,1.65,6589845604,2.83644799970033,30.208,747361623,11.34,624300,0.000268715625922716,0.0835420332450479,0.003,121633218142,52.3542308922341,200.803972517,218150.2884,0.703787,0.160467,0.471521,1.70195,401670091,5.01509,0.0319201,4.80444,5.08932,401670091,3.52462,0.778715,2.38206,8.22553,401670091,141.345,0.0392625,707.867,0.19663,4.8280155,3.4255872
"j09","HS","GCC5","PGC","dec-tree","apache",1.681,115918982850,0.76,21785094278,18.7933794296574,214.228,1038592139,4.77,36928005569,31.8567370598697,363.139,1172309181,3.17,4410808846,3.8050789763292,43.375,642955725,14.58,244780,0.000211164723828492,0.0380627506220378,0.002,52795074157,45.5448045341437,60.496569957,101691.074442,0.771593,0.154438,0.475857,1.6696,121059480,5.00154,0.0308049,4.80898,5.08591,121059480,3.85458,0.748006,2.40234,8.07832,121059480,46.7043,0.0129734,233.317,0.0648103,11.5115063,6.324075
"j09","HS","GCC5","PGC","dotty","scala",2.161,139115206260,0.6,28947876873,20.8085641039828,187.95,1563645114,5.4,51860837687,37.2790574669993,336.716,2683097305,5.17,7803841998,5.60962543764984,50.668,1389284429,17.8,191170,0.000137418478640438,0.0137623079032122,0.001,50502649702,36.3027529913681,71.272693013,154019.357842,0.814517,0.0985575,0.49787,1.51617,142611551,4.99267,0.0198679,4.84303,5.08137,142611551,4.06485,0.477729,2.51178,7.3807,142611551,58.0798,0.0161333,289.847,0.0805132,17.4082172,9.018904
"j09","HS","GCC5","PGC","finagle-chirper","web",2.868,85639983362,0.39,16488542046,19.2533223369544,112.333,1248620700,7.57,30563719505,35.688609811853,208.225,1402789838,4.59,6867318086,8.01882230286274,46.786,1501229652,21.86,172048,0.00020089681623682,0.0114607306795004,0.001,31720403725,37.0392455483298,51.177500048,146782.258373,0.852157,0.128051,0.448506,1.59922,102421088,4.98559,0.0256733,4.82373,5.09159,102421088,4.24542,0.620268,2.26732,7.7614,102421088,43.6394,0.0121221,217.41,0.0603917,9.5575275,10.2274196
"j09","HS","GCC5","PGC","finagle-http","web",2.833,72183424903,0.33,13990158956,19.381400889193,96.686,1230419173,8.79,26422105894,36.6041178144512,182.604,1356556086,5.13,7068448642,9.79234311962694,48.85,1438474589,20.35,169475,0.000234783816683318,0.0117819485573194,0.001,24702711411,34.2221381767289,51.07964048,144696.463971,0.838839,0.13195,0.476524,1.54719,102231371,4.98825,0.0264188,4.83395,5.08705,102231371,4.18105,0.639863,2.40842,7.52995,102231371,42.8778,0.0119105,213.717,0.0593659,9.3675852,9.940975
"j09","HS","GCC5","PGC","fj-kmeans","concurrency",2.983,102905789426,0.89,16170884039,15.7142607128324,192.008,200559531,1.24,26865092302,26.1064926005148,318.988,582741360,2.17,2241821535,2.17851837831933,26.619,727536520,32.45,188548,0.000183223899308003,0.0259182808887297,0.002,57627991550,56.0007283083335,28.230545215,84219.796692,0.896351,0.176455,0.498538,1.80935,56526699,4.97666,0.0353448,4.79082,5.08251,56526699,4.45481,0.844934,2.51685,8.70131,56526699,25.3339,0.00703719,125.908,0.0349744,6.9220396,8.6378655
"j09","HS","GCC5","PGC","future-genetic","functional",2.097,26337139014,0.63,4476677073,16.9975830351973,158.902,227593393,5.08,8624606475,32.7469375865595,306.134,317943505,3.69,1387553526,5.26842921420744,49.252,206457115,14.88,146036,0.000554486954419658,0.0707305853643008,0.005,11848301940,44.9870501640357,13.436186039,28172.645577,0.816732,0.0947883,0.505208,1.51784,26938382,4.99214,0.0193306,4.83622,5.08024,26938382,4.07561,0.458313,2.5488,7.38366,26938382,11.0007,0.00305576,54.8951,0.0152486,11.2963446,7.3286976
"j09","HS","GCC5","PGC","gauss-mix","apache",1.146,74942488600,0.9,13907684145,18.5578093346102,249.37,574826393,4.13,23784931040,31.7375783541834,426.474,627378996,2.64,2337370124,3.11888511799433,41.91,298047864,12.75,182062,0.000242935620902239,0.061091619176611,0.003,34912503291,46.585727193212,48.647468285,55771.171673,0.717549,0.1392,0.473522,1.61123,97361455,5.01222,0.0278202,4.82714,5.08818,97361455,3.59282,0.676278,2.39109,7.81785,97361455,34.9308,0.009703,174.901,0.0485837,11.2589136,5.343525
"j09","HS","GCC5","PGC","log-regression","apache",1.272,89875478082,0.74,17340112647,19.2934858507004,212.596,884444924,5.1,27766975337,30.8949403436454,340.433,834957231,3.01,3425748821,3.81166130529446,42.001,543416692,15.86,383062,0.000426214144474986,0.0705034504431434,0.005,41342641277,45.9999125003597,64.13231386,81563.742195,0.724358,0.133837,0.473856,1.46347,128331169,5.011,0.0267816,4.84984,5.08818,128331169,3.62636,0.650505,2.39332,7.13918,128331169,46.4788,0.0129108,232.687,0.0646353,10.2470333,6.6613586
"j09","HS","GCC5","PGC","mnemonics","functional",1.178,43497574300,1.01,6997431223,16.0869458483803,243.828,215457520,3.08,11915329242,27.3930890026665,415.194,221392647,1.86,972658059,2.23612023119183,33.893,79383052,8.16,196158,0.000450963078187098,0.247147189763173,0.007,23612155776,54.2838449177613,24.365960116,28698.247811,0.730843,0.0729474,0.563911,1.41677,48798235,5.00994,0.0148594,4.868,5.07116,48798235,3.66059,0.354642,2.83984,6.92097,48798235,17.8319,0.00495331,89.3151,0.0248097,7.7226084,2.7656688
"j09","HS","GCC5","PGC","movie-lens","apache",1.873,249292659207,0.87,41382303115,16.5998883587816,191.93,1826293444,4.41,70529730075,28.2919402036767,327.114,1950110496,2.76,7906237667,3.17146830241602,36.669,1251383614,15.83,229422,9.20291839839133e-05,0.0183309208064631,0.001,129474388350,51.9367031351256,115.104763894,215611.879965,0.762523,0.175492,0.473522,1.77099,230279741,5.00346,0.0349409,4.79082,5.08818,230279741,3.80931,0.848791,2.39109,8.53275,230279741,87.7968,0.024388,438.603,0.121834,9.0283464,5.8047027
"j09","HS","GCC5","PGC","naive-bayes","apache",1.269,373079222634,1.04,64453540451,17.2761002330678,227.699,748351081,1.16,86446067225,23.170967982263,305.394,861573908,1,5306548191,1.42236497479943,18.747,717502329,13.52,721500,0.000193390560564079,0.100565155906608,0.003,216873066767,58.1305668098697,223.112723448,283064.455823,0.704002,0.187673,0.471187,1.80501,446341207,5.01486,0.0373335,4.78628,5.08818,446341207,3.52365,0.907572,2.3793,8.67707,446341207,157.113,0.0436424,786.375,0.218438,3.05394,2.5345944
